Feature,SHAP_Value,Feature_Value
Sensor_13,-11.812758805695921,0.513215449112501
Sensor_14,-8.990532036346849,0.729722609290448
Sensor_8,-7.8402002670336515,0.5092345700660662
Sensor_15,7.709408999886364,-1.1122692131684386
Sensor_12,-7.183939974755049,1.3052924460053483
Sensor_7,-3.0774100674316287,1.2826623296528503
Sensor_2,3.010681922081858,0.30241690079481703
Sensor_4,1.6561518461676314,0.14106111310398411
Sensor_21,0.9005052829161286,0.9679504765700302
Sensor_11,-0.36916227964684367,0.26938568873518093
Sensor_17,-0.28581876982934773,0.22071533815604422
Sensor_9,0.16627320647239685,0.735257001349051
Sensor_3,-0.14880584878847003,0.2725919337872132
Sensor_20,-0.05772554990835488,1.0975789649006225
