Feature,MeanAbsSHAP
Sensor_13,7.710823417044885
Sensor_8,5.782708832507151
Sensor_4,5.070109296554729
Sensor_11,4.72903746946009
Sensor_14,4.70228787911783
Sensor_15,3.6105007281774464
Sensor_9,3.3652241397400213
Sensor_2,3.231030787431846
Sensor_12,3.179159690702254
Sensor_20,2.598747795442778
Sensor_17,2.299585057687981
Sensor_7,2.2769851369380376
Sensor_21,2.21324507398248
Sensor_3,1.3407993528332043
