timestamp,batch_id,engine_id,severity,sensor,psi,ks_statistic,ks_pvalue,status,psi_threshold,ks_pvalue_threshold,psi_flag,ks_flag,decision_rule,sample_size,small_batch
2026-08-07T02:51:00.226826+00:00,normal_0000,1,normal,Sensor_2,2.8983724116898824,0.42685529605463746,1.2107117630701603e-05,stable,1.6362348319768512,1.075120145434422e-18,True,False,AND,31,False
2026-08-07T02:51:00.226826+00:00,normal_0000,1,normal,Sensor_3,4.027986220561213,0.4929678326226897,1.7775501891975317e-07,stable,0.9404095195784117,8.496096083843218e-17,True,False,AND,31,False
2026-08-07T02:51:00.226826+00:00,normal_0000,1,normal,Sensor_4,4.112835902146639,0.5150470400790542,3.652946452644225e-08,stable,3.024849021518275,1.1906512781537944e-28,True,False,AND,31,False
2026-08-07T02:51:00.226826+00:00,normal_0000,1,normal,Sensor_7,5.039774797408449,0.4829828585545398,3.5305688606163985e-07,stable,2.917778591975546,1.990011748386602e-34,True,False,AND,31,False
2026-08-07T02:51:00.226826+00:00,normal_0000,1,normal,Sensor_8,4.19421418577782,0.4236812438532055,1.4555309366353936e-05,stable,4.82386497989847,5.60827259647355e-59,False,False,AND,31,False
2026-08-07T02:51:00.226826+00:00,normal_0000,1,normal,Sensor_9,7.585282700843268,0.6314769036886239,1.660944389289727e-12,stable,10.103382966492301,4.8826477452588817e-157,False,False,AND,31,False
2026-08-07T02:51:00.226826+00:00,normal_0000,1,normal,Sensor_11,6.465695496156725,0.5133052202995492,4.152338706445738e-08,stable,3.8798479863114017,9.980788060030777e-36,True,False,AND,31,False
2026-08-07T02:51:00.226826+00:00,normal_0000,1,normal,Sensor_12,6.351087945394664,0.5323510970806538,9.909391207638973e-09,stable,3.869589702786946,4.678245946473957e-37,True,False,AND,31,False
2026-08-07T02:51:00.226826+00:00,normal_0000,1,normal,Sensor_13,4.384746931634238,0.4120467007838189,2.8194237339139483e-05,stable,4.938802289133659,6.39671731418416e-59,False,False,AND,31,False
2026-08-07T02:51:00.226826+00:00,normal_0000,1,normal,Sensor_14,8.069114156182955,0.6686774209184112,3.419499730942815e-14,stable,10.769734270219589,8.399761947580017e-171,False,False,AND,31,False
2026-08-07T02:51:00.226826+00:00,normal_0000,1,normal,Sensor_15,3.7205698046447084,0.3749650150650211,0.00020118151254216698,stable,1.8643691152325554,5.579536446594085e-26,True,False,AND,31,False
2026-08-07T02:51:00.226826+00:00,normal_0000,1,normal,Sensor_17,5.227303011176222,0.43087524098561353,9.565843207939685e-06,stable,1.3161632398886038,2.4323063914049394e-17,True,False,AND,31,False
2026-08-07T02:51:00.226826+00:00,normal_0000,1,normal,Sensor_20,3.924546271101684,0.43964688278365943,5.668486531031877e-06,stable,1.7551055325633809,8.054875975087288e-23,True,False,AND,31,False
2026-08-07T02:51:00.226826+00:00,normal_0000,1,normal,Sensor_21,6.3905559018002895,0.5748630701371722,3.1112807685076125e-10,stable,2.6070933046708755,5.412613160493387e-21,True,False,AND,31,False
2026-08-07T02:51:00.271804+00:00,normal_0001,2,normal,Sensor_2,1.7191686756754596,0.23962948564622888,0.005832945288110292,stable,1.6362348319768512,1.075120145434422e-18,True,False,AND,49,False
2026-08-07T02:51:00.271804+00:00,normal_0001,2,normal,Sensor_3,0.22384186078148166,0.14912075052501728,0.2043774837386091,stable,0.9404095195784117,8.496096083843218e-17,False,False,AND,49,False
2026-08-07T02:51:00.271804+00:00,normal_0001,2,normal,Sensor_4,3.9519295512935857,0.2918384163320701,0.0003427039683756905,stable,3.024849021518275,1.1906512781537944e-28,True,False,AND,49,False
2026-08-07T02:51:00.271804+00:00,normal_0001,2,normal,Sensor_7,1.9850993880368173,0.30637766230528857,0.00014001305550638316,stable,2.917778591975546,1.990011748386602e-34,False,False,AND,49,False
2026-08-07T02:51:00.271804+00:00,normal_0001,2,normal,Sensor_8,3.445713643830767,0.27908269604191827,0.0007232982099666385,stable,4.82386497989847,5.60827259647355e-59,False,False,AND,49,False
2026-08-07T02:51:00.271804+00:00,normal_0001,2,normal,Sensor_9,7.8836495718900705,0.6893974690356003,9.857256575846956e-24,stable,10.103382966492301,4.8826477452588817e-157,False,False,AND,49,False
2026-08-07T02:51:00.271804+00:00,normal_0001,2,normal,Sensor_11,3.153785507852804,0.29677254062887326,0.00025425565897713853,stable,3.8798479863114017,9.980788060030777e-36,False,False,AND,49,False
2026-08-07T02:51:00.271804+00:00,normal_0001,2,normal,Sensor_12,2.7290662542647315,0.23235491666493557,0.008266345251965679,stable,3.869589702786946,4.678245946473957e-37,False,False,AND,49,False
2026-08-07T02:51:00.271804+00:00,normal_0001,2,normal,Sensor_13,3.5980052670770086,0.28174858717661855,0.0006205800705508802,stable,4.938802289133659,6.39671731418416e-59,False,False,AND,49,False
2026-08-07T02:51:00.271804+00:00,normal_0001,2,normal,Sensor_14,7.944940594501738,0.6753409521435446,1.2397688393771156e-22,stable,10.769734270219589,8.399761947580017e-171,False,False,AND,49,False
2026-08-07T02:51:00.271804+00:00,normal_0001,2,normal,Sensor_15,0.44674845170613253,0.18654610310024844,0.05762765437879458,stable,1.8643691152325554,5.579536446594085e-26,False,False,AND,49,False
2026-08-07T02:51:00.271804+00:00,normal_0001,2,normal,Sensor_17,0.828813067116897,0.20908500087544113,0.02340603570028288,stable,1.3161632398886038,2.4323063914049394e-17,False,False,AND,49,False
2026-08-07T02:51:00.271804+00:00,normal_0001,2,normal,Sensor_20,3.550753984886229,0.23551738566591388,0.007113445053684719,stable,1.7551055325633809,8.054875975087288e-23,True,False,AND,49,False
2026-08-07T02:51:00.271804+00:00,normal_0001,2,normal,Sensor_21,2.527399962510144,0.24497115990499732,0.004483359885676164,stable,2.6070933046708755,5.412613160493387e-21,False,False,AND,49,False
2026-08-07T02:51:00.330290+00:00,normal_0002,3,normal,Sensor_2,0.4782162412650246,0.14873248994231983,0.007051586504972951,stable,1.6362348319768512,1.075120145434422e-18,False,False,AND,126,False
